ClientID,Tenure,MonthlyCharges,TotalCharges,Gender,Churn
28656,9,87.9,4546.64,Female,No
28657,20,81.78,3585.57,Female,Yes
28658,37,70.89,4814.39,Male,Yes
28659,11,56.96,2300.68,Female,Yes
28660,2,71.32,5585.55,Male,No
28661,22,105.37,3321.65,Female,Yes
28662,48,77.06,3350.7,Female,No
28663,36,118.56,2434.45,Male,No
28664,5,34.25,3604.87,Female,No
28665,7,64.12,5629.19,Male,Yes
28666,6,40.03,1100.7,Male,Yes
28667,56,56.51,2860.77,Female,Yes
28668,22,98.98,3859.91,Female,Yes
28669,10,102.48,2272.89,Male,No
28670,46,23.17,4611.68,Male,Yes
28671,40,115.34,1219.25,Male,No
28672,46,107.19,4280.71,Male,No
28673,46,110.5,2863.21,Male,Yes
28674,20,57.68,555.23,Female,No
28675,28,69.7,5941.26,Male,Yes
28676,23,36.85,2371.57,Male,Yes
28677,35,59.68,3150.12,Female,No
28678,1,32.61,911.04,Male,Yes
28679,29,106.33,3830.8,Male,Yes
28680,9,78.11,655.12,Female,Yes
28681,9,33.6,3229.27,Female,Yes
28682,22,107.91,2307.99,Female,No
28683,2,28.04,1534.85,Male,Yes
28684,16,112.69,2054.14,Male,No
28685,40,30.57,4961.43,Male,No
28686,58,91.8,5993.03,Female,No
28687,6,84.53,1583.14,Female,No
28688,55,98.27,5127.93,Female,Yes
28689,13,76.48,4254.83,Female,Yes
28690,33,54.99,2498.89,Female,Yes
28691,19,47.44,2959.54,Female,Yes
28692,15,114.55,5814.99,Male,No
28693,33,64.13,2666.72,Male,Yes
28694,10,104.22,4575.88,Female,No
28695,1,92.31,5169.24,Male,Yes
28696,12,85.61,3782.11,Male,No
28697,43,117.06,3804.65,Female,No
28698,29,76.54,3284.25,Male,No
28699,17,93.3,5689.62,Male,Yes
28700,4,104.97,5472.71,Male,No
28701,29,24.6,5201.98,Female,No
28702,55,119.63,4995.47,Female,Yes
28703,7,46.22,3900.82,Male,Yes
28704,44,90.25,4837.45,Female,No
28705,13,115.36,4440.83,Male,No
28706,5,96.31,5683.05,Female,Yes
28707,6,42.96,2120.09,Female,No
28708,34,56.23,3085.43,Female,No
28709,53,61.42,3085.22,Female,No
28710,7,78.63,5796.93,Female,No
28711,46,80.29,5071.37,Female,Yes
28712,57,98.79,901.25,Male,No
28713,54,105.97,2382.16,Female,Yes
28714,28,28.95,1748.66,Female,No
28715,46,47.32,5303.39,Male,Yes
28716,10,54.37,5641.6,Male,Yes
28717,4,21.34,1846.82,Female,No
28718,3,61.76,528.6,Male,No
28719,25,55.88,4511.55,Male,Yes
28720,23,72.54,2458.21,Female,No
28721,27,30.02,4311.36,Male,No
28722,14,61.4,3884.28,Female,No
28723,38,79.74,552.46,Female,Yes
28724,32,100.38,3979.98,Male,No
28725,23,96.65,4166.29,Female,No
28726,47,60.49,505.71,Female,Yes
28727,40,58.95,5396.19,Female,No
28728,37,23.75,3874.55,Male,Yes
28729,3,28.26,5828.41,Female,No
28730,35,107.24,4847.76,Female,Yes
28731,13,100.59,1632.04,Male,Yes
28732,34,22.11,3919.37,Male,Yes
28733,24,108.27,631.54,Male,No
28734,1,81.39,2097.83,Female,No
28735,12,100.19,3917.22,Male,Yes
28736,8,70.25,629.21,Female,No
28737,19,35.06,2426.86,Female,No
28738,9,55.69,4720.89,Male,Yes
28739,28,65.0,4600.5,Male,Yes
28740,14,95.39,562.6,Male,No
28741,27,101.27,2031.35,Female,No
28742,18,94.15,1359.99,Female,Yes
28743,42,67.66,5397.46,Female,Yes
28744,41,86.37,765.8,Female,No
28745,6,49.55,5794.01,Female,No
28746,33,118.78,5249.59,Male,No
28747,37,36.82,5026.14,Male,No
28748,42,92.36,500.22,Male,Yes
28749,25,35.49,761.95,Male,No
28750,13,48.09,5107.77,Female,Yes
28751,54,94.88,3227.22,Male,No
28752,23,92.91,5222.4,Male,Yes
28753,36,32.45,4790.95,Female,No
28754,33,87.85,4101.93,Female,No
28755,21,40.38,993.18,Male,Yes
28756,34,117.3,4901.81,Male,Yes
28757,56,80.31,1049.65,Female,No
28758,36,20.35,4891.19,Female,Yes
28759,17,40.85,649.97,Female,Yes
28760,10,42.96,3036.94,Female,Yes
28761,23,44.71,4834.6,Female,No
28762,44,75.71,608.03,Male,Yes
28763,59,40.56,3639.92,Male,Yes
28764,2,61.28,5767.37,Female,No
28765,35,37.33,4364.21,Male,No
28766,14,86.69,5369.72,Female,Yes
28767,57,76.87,1142.06,Male,No
28768,47,82.87,2832.62,Female,Yes
28769,45,116.74,3797.25,Male,Yes
28770,41,59.93,919.74,Male,Yes
28771,2,41.55,985.88,Male,Yes
28772,19,119.88,2502.68,Female,Yes
28773,16,25.81,4898.72,Male,No
28774,43,101.03,3377.39,Male,No
28775,44,36.22,2702.69,Female,Yes
28776,25,86.48,4972.71,Female,No
28777,1,67.38,976.2,Female,No
28778,2,103.9,3406.59,Male,Yes
28779,48,93.11,3790.73,Male,Yes
28780,27,37.23,3640.47,Male,Yes
28781,2,86.52,1594.77,Male,Yes
28782,58,41.71,5446.16,Female,Yes
28783,30,36.93,2666.45,Male,Yes
28784,51,28.41,5689.83,Male,No
28785,10,31.37,1517.1,Female,Yes
28786,19,90.39,1913.91,Female,No
28787,42,119.21,1372.52,Male,Yes
28788,16,87.58,5850.86,Female,No
28789,13,90.85,846.5,Male,No
28790,48,98.27,3046.48,Male,No
28791,50,108.9,3066.22,Female,No
28792,56,46.77,2704.64,Female,Yes
28793,8,80.45,4104.87,Male,No
28794,56,41.66,4978.88,Male,Yes
28795,50,72.56,1148.3,Female,No
28796,31,40.87,1235.24,Female,No
28797,45,26.4,1866.84,Female,Yes
28798,25,28.83,5936.02,Female,Yes
28799,59,117.63,5151.39,Female,No
28800,39,20.6,936.49,Male,No
28801,21,89.02,5143.54,Female,No
28802,55,108.73,5726.6,Female,Yes
28803,56,59.37,3894.55,Female,Yes
28804,57,90.81,4262.15,Female,Yes
28805,50,54.89,3697.33,Male,Yes
28806,38,72.9,2065.85,Female,No
28807,41,113.57,746.71,Female,No
28808,29,24.23,953.73,Female,Yes
28809,6,46.72,5413.71,Male,Yes
28810,18,30.6,3056.24,Female,Yes
28811,49,69.59,520.3,Male,No
28812,44,97.05,3947.22,Female,No
28813,35,117.66,3253.86,Female,Yes
28814,27,35.54,1045.93,Male,Yes
28815,5,24.39,4069.72,Female,No
28816,7,33.83,5213.65,Female,No
28817,10,116.88,5729.29,Male,Yes
28818,10,52.01,4834.69,Male,No
28819,51,46.72,1030.36,Female,No
28820,57,93.51,2578.66,Female,No
28821,58,32.07,4341.12,Female,Yes
28822,28,54.91,3861.27,Female,Yes
28823,36,34.48,3336.79,Female,Yes
28824,10,117.43,5288.02,Female,Yes
28825,50,48.51,5438.88,Female,Yes
28826,35,46.92,591.97,Male,No
28827,53,83.44,1655.0,Female,Yes
28828,35,21.66,3076.04,Male,No
28829,37,85.35,1358.47,Male,Yes
28830,48,65.39,2472.34,Female,Yes
28831,20,38.41,2864.47,Male,Yes
28832,13,68.63,2675.28,Male,Yes
28833,11,119.9,3659.03,Male,No
28834,58,103.88,2523.29,Female,No
28835,45,117.42,3670.81,Female,Yes
28836,19,112.61,4874.98,Male,Yes
28837,28,102.04,5465.19,Female,No
28838,38,53.47,4741.12,Female,No
28839,56,92.99,1715.42,Male,Yes
28840,45,59.15,5208.74,Male,No
28841,4,62.95,4505.15,Female,No
28842,57,107.34,5745.02,Male,No
28843,54,40.52,4990.31,Female,Yes
28844,37,49.66,1997.85,Female,No
28845,19,113.05,603.26,Female,Yes
28846,37,89.96,2462.95,Female,Yes
28847,53,26.49,1179.1,Female,No
28848,14,32.16,2861.14,Male,Yes
28849,31,77.95,4075.75,Female,Yes
28850,28,99.88,2945.22,Male,No
28851,36,99.28,3662.55,Female,No
28852,44,62.49,3638.87,Male,No
28853,38,45.85,3149.15,Male,Yes
28854,19,98.77,3789.4,Male,No
28855,42,114.41,2105.06,Female,Yes
28856,1,64.41,5956.12,Female,Yes
28857,23,33.73,2865.48,Female,No
28858,55,80.97,4884.28,Female,Yes
28859,28,27.16,4822.28,Male,No
28860,48,81.15,2549.38,Female,No
28861,4,37.29,1643.69,Female,Yes
28862,41,71.6,3249.33,Female,Yes
28863,18,82.55,2555.38,Female,No
28864,49,64.67,3091.08,Male,No
28865,47,102.73,5613.36,Male,No
28866,51,57.47,3757.2,Male,No
28867,39,35.5,3881.33,Female,No
28868,25,66.39,4059.18,Female,Yes
28869,18,116.35,552.16,Male,No
28870,6,108.02,4637.94,Male,No
28871,19,51.11,3165.23,Male,No
28872,53,44.27,4239.4,Female,No
28873,12,68.33,2695.83,Female,No
28874,25,85.52,512.94,Female,Yes
28875,35,112.67,3633.14,Male,No
28876,1,81.33,2847.29,Female,Yes
28877,5,103.61,4138.8,Male,No
28878,1,89.61,2532.04,Male,Yes
28879,8,30.15,3491.21,Female,Yes
28880,39,109.18,1908.61,Female,Yes
28881,47,39.95,4168.56,Male,Yes
28882,43,56.66,1470.79,Female,Yes
28883,18,104.03,4783.4,Male,No
28884,46,117.92,1241.13,Female,No
28885,59,51.06,2234.12,Male,No
28886,9,58.32,1980.75,Male,No
28887,5,68.56,3698.64,Female,No
28888,55,69.8,2729.37,Female,No
28889,4,95.04,3732.16,Female,Yes
28890,44,101.71,1649.21,Female,Yes
28891,29,119.1,2066.49,Female,No
28892,1,100.42,2977.79,Male,Yes
28893,30,49.98,2636.95,Female,No
28894,56,55.82,1642.72,Male,Yes
28895,45,81.81,716.71,Male,Yes
28896,1,88.66,4534.77,Male,Yes
28897,3,29.0,553.08,Male,No
28898,22,54.37,3363.78,Female,Yes
28899,8,40.27,3132.32,Female,No
28900,56,70.78,5305.69,Female,No
28901,18,36.87,4314.81,Male,Yes
28902,25,78.07,614.24,Male,Yes
28903,48,66.73,1047.5,Male,Yes
28904,52,60.39,4473.5,Female,No
28905,20,84.9,1757.31,Male,Yes
28906,31,61.63,1208.92,Male,Yes
28907,30,59.93,2510.56,Female,Yes
28908,16,85.11,5685.95,Male,No
28909,2,25.73,2634.41,Female,Yes
28910,17,63.25,4000.46,Female,No
28911,10,39.54,1979.81,Male,Yes
28912,7,23.86,4765.39,Female,No
28913,59,23.47,2570.84,Male,Yes
28914,42,36.76,5163.92,Male,Yes
28915,51,63.39,4566.67,Male,Yes
28916,52,76.67,1118.25,Female,Yes
28917,59,99.59,1845.54,Female,No
28918,9,80.77,2022.17,Female,Yes
28919,54,72.01,2168.28,Female,Yes
28920,17,23.64,4715.36,Female,Yes
28921,9,49.79,2357.3,Female,Yes
28922,9,89.23,3528.65,Male,No
28923,37,47.05,5054.83,Male,Yes
28924,24,79.43,910.16,Female,Yes
28925,39,80.39,2130.34,Female,Yes
28926,11,50.51,5821.66,Female,No
28927,8,77.16,5344.89,Male,No
28928,25,31.4,4852.88,Male,No
28929,46,92.7,1669.52,Male,No
28930,2,22.25,5065.33,Male,Yes
28931,10,23.53,5776.39,Female,Yes
28932,53,107.03,4008.23,Male,Yes
28933,24,78.03,1033.65,Female,No
28934,48,36.29,5754.29,Male,No
28935,16,80.16,505.3,Male,Yes
28936,19,56.98,4393.34,Female,Yes
28937,59,46.99,3220.96,Female,Yes
28938,31,101.13,2855.91,Male,No
28939,11,67.73,5302.6,Male,Yes
28940,6,49.35,2452.53,Female,No
28941,6,114.37,1226.0,Male,No
28942,32,36.5,1567.48,Male,No
28943,39,34.2,1908.67,Female,No
28944,48,29.73,2896.38,Female,No
28945,13,32.44,1751.58,Female,No
28946,59,45.28,1064.14,Female,No
28947,3,89.85,1394.66,Female,Yes
28948,56,87.19,1393.33,Female,Yes
28949,56,96.35,5671.87,Female,No
28950,41,77.56,2423.35,Female,No
28951,56,69.26,3033.32,Male,Yes
28952,35,63.19,4976.22,Female,Yes
28953,38,107.46,3380.38,Female,Yes
28954,57,54.35,1341.49,Female,Yes
28955,17,109.15,4879.71,Male,Yes
28956,3,47.55,4263.96,Female,No
28957,34,35.73,5763.71,Female,Yes
28958,12,45.51,1961.06,Female,No
28959,24,69.9,1378.99,Male,Yes
28960,6,112.59,3976.88,Male,Yes
28961,42,37.73,1326.77,Female,Yes
28962,11,77.99,4929.83,Female,Yes
28963,48,41.77,3101.98,Male,Yes
28964,27,87.76,5843.78,Female,No
28965,48,66.5,1454.71,Male,Yes
28966,24,93.35,4672.99,Male,Yes
28967,18,105.61,1807.49,Female,No
28968,27,53.47,2438.75,Male,Yes
28969,54,113.82,3011.4,Female,Yes
28970,55,66.84,2039.86,Female,Yes
28971,56,113.66,4609.86,Female,No
28972,41,43.06,2459.16,Female,Yes
28973,21,109.71,2769.62,Male,No
28974,59,53.37,3554.38,Female,Yes
28975,51,95.08,3785.13,Female,No
28976,34,116.82,3914.27,Female,No
28977,56,111.22,4081.57,Male,Yes
28978,33,66.37,3544.47,Female,No
28979,58,54.49,3564.19,Male,Yes
28980,48,81.26,3656.14,Female,No
28981,54,90.58,5649.78,Male,No
28982,18,74.02,1488.36,Female,Yes
28983,3,104.85,3677.24,Male,No
28984,24,25.83,5965.6,Male,No
28985,1,79.96,5746.19,Male,No
28986,6,72.52,4811.08,Female,No
28987,19,23.94,2132.61,Male,Yes
28988,22,21.27,4829.74,Female,No
28989,51,80.61,5939.22,Female,Yes
28990,43,31.8,5179.45,Male,Yes
28991,59,96.85,1821.18,Male,Yes
28992,8,114.92,3077.98,Female,No
28993,5,37.74,4230.13,Male,No
28994,52,99.86,909.05,Male,Yes
28995,9,79.14,5714.24,Male,Yes
28996,47,64.79,2393.13,Female,No
28997,21,85.03,3325.54,Female,Yes
28998,28,100.23,3905.93,Female,No
28999,46,117.06,1710.06,Female,No
29000,4,86.05,2084.25,Female,No
29001,56,94.69,2439.17,Female,Yes
29002,24,80.75,4529.81,Female,Yes
29003,8,76.5,4948.54,Female,Yes
29004,52,26.48,4614.88,Male,No
29005,17,35.51,5347.17,Female,No
29006,34,57.93,605.75,Female,Yes
29007,20,84.95,1811.11,Female,Yes
29008,16,27.58,4434.88,Male,Yes
29009,10,74.44,3864.41,Female,No
29010,34,21.32,5771.9,Female,No
29011,43,96.61,2208.53,Male,Yes
29012,10,86.69,2079.47,Male,Yes
29013,30,72.07,5838.76,Female,No
29014,30,77.11,4500.46,Female,No
29015,51,113.28,4077.52,Male,No
29016,25,110.67,3505.18,Female,No
29017,57,99.28,1490.52,Female,Yes
29018,46,53.62,5008.41,Female,No
29019,43,30.72,3555.53,Female,No
29020,41,52.14,2542.22,Female,No
29021,7,95.2,1594.37,Male,No
29022,47,81.1,706.97,Female,No
29023,20,90.56,5871.88,Female,No
29024,17,30.53,4115.76,Female,No
29025,3,35.84,4779.76,Male,No
29026,47,86.43,4726.37,Female,Yes
29027,46,57.18,1346.93,Female,Yes
29028,40,56.92,5887.47,Female,No
29029,36,59.27,5396.97,Female,No
29030,26,99.59,4225.89,Female,No
29031,10,89.91,4075.74,Male,No
29032,34,30.6,2983.55,Male,Yes
29033,14,54.44,4079.53,Female,Yes
29034,8,87.38,3490.41,Female,No
29035,55,117.61,1611.85,Male,Yes
29036,27,111.23,3410.62,Male,No
29037,10,44.83,4759.18,Male,No
29038,57,26.6,1094.88,Male,No
29039,50,77.33,3787.9,Female,No
29040,15,60.63,5056.29,Male,No
29041,37,38.34,2142.07,Female,No
29042,22,85.16,2487.03,Male,No
29043,45,36.04,4495.05,Male,Yes
29044,50,55.15,2228.73,Female,Yes
29045,31,99.46,1623.81,Male,No
29046,2,88.43,1383.59,Female,No
29047,45,80.71,4133.54,Male,Yes
29048,31,113.08,2004.05,Male,No
29049,14,32.54,3200.62,Male,No
29050,10,89.1,5140.24,Male,Yes
29051,30,31.73,5156.39,Female,No
29052,36,33.64,5834.88,Male,Yes
29053,47,70.64,3994.95,Male,Yes
29054,40,22.41,4498.18,Female,Yes
29055,15,70.1,5292.74,Male,No
29056,14,20.95,4547.01,Female,Yes
29057,31,80.24,4147.33,Male,No
29058,29,51.2,1846.33,Female,No
29059,27,28.33,3248.29,Female,Yes
29060,21,98.08,4895.51,Female,Yes
29061,9,58.99,1938.29,Female,Yes
29062,20,64.4,1372.46,Male,Yes
29063,35,57.45,3249.27,Male,Yes
29064,58,28.36,5262.77,Male,Yes
29065,15,65.99,4819.25,Female,Yes
29066,24,86.54,1240.41,Male,No
29067,49,110.34,1886.26,Female,Yes
29068,57,96.38,5610.03,Male,No
29069,16,27.93,5343.19,Male,Yes
29070,36,36.58,5234.21,Female,No
29071,11,24.48,1864.48,Female,Yes
29072,57,31.94,3888.88,Male,No
29073,8,68.05,3002.3,Female,Yes
29074,3,41.97,4252.9,Male,No
29075,19,84.79,4909.5,Female,No
29076,46,23.24,2282.45,Male,Yes
29077,41,105.72,753.52,Female,No
29078,3,87.76,1171.16,Female,Yes
29079,36,116.91,5163.07,Male,No
29080,25,115.28,4385.78,Male,Yes
29081,36,89.29,5631.66,Male,No
29082,11,35.8,4920.57,Male,Yes
29083,51,42.21,2581.89,Female,No
29084,16,47.76,3428.13,Female,No
29085,55,62.67,3431.36,Male,Yes
29086,54,77.09,1042.23,Female,No
29087,17,88.26,3259.71,Female,Yes
29088,42,27.56,1187.19,Male,Yes
29089,24,81.05,2281.22,Female,No
29090,17,25.92,5788.19,Female,No
29091,48,102.7,1576.86,Female,No
29092,20,24.04,2028.95,Male,No
29093,22,59.0,1611.78,Female,No
29094,6,62.0,3658.76,Male,Yes
29095,7,77.04,5249.09,Male,Yes
29096,14,29.54,4753.09,Female,No
29097,11,113.31,5002.84,Female,Yes
29098,12,58.32,1368.02,Male,No
29099,46,59.62,4712.74,Male,No
29100,5,44.31,1220.84,Male,No
29101,5,98.07,2460.04,Male,Yes
29102,20,20.78,1186.44,Female,Yes
29103,54,30.62,5810.31,Male,Yes
29104,55,67.08,2114.87,Male,No
29105,58,116.83,2014.73,Male,No
29106,15,23.56,5640.82,Female,No
29107,26,26.2,5087.2,Male,No
29108,33,91.49,3033.12,Female,No
29109,57,93.54,2018.79,Male,Yes
29110,30,109.69,2148.98,Male,No
29111,24,77.66,1652.6,Male,No
29112,23,60.36,3726.72,Male,Yes
29113,9,65.11,1155.39,Male,No
29114,3,63.15,1197.63,Female,No
29115,58,117.35,1441.29,Female,Yes
29116,36,58.01,973.0,Female,No
29117,48,29.61,4289.48,Male,No
29118,7,48.96,726.7,Male,Yes
29119,22,116.01,1155.88,Male,Yes
29120,14,62.82,4129.5,Male,No
29121,48,51.61,5304.6,Male,Yes
29122,29,51.08,1848.52,Male,Yes
29123,50,20.91,5498.76,Female,Yes
29124,16,83.31,1692.82,Male,No
29125,48,92.43,4794.75,Male,No
29126,34,55.3,4744.37,Male,No
29127,10,107.28,3017.3,Female,Yes
29128,7,94.29,698.91,Female,Yes
29129,25,80.09,3731.58,Female,No
29130,27,90.38,2073.93,Male,No
29131,15,96.95,4142.88,Female,No
29132,32,72.7,3281.89,Male,No
29133,28,59.78,2186.94,Male,No
29134,9,32.57,2833.08,Male,No
29135,7,60.49,3157.44,Female,No
29136,59,75.01,1722.26,Male,Yes
29137,56,114.79,3254.53,Female,No
29138,16,35.49,5794.0,Female,Yes
29139,26,95.7,4637.25,Female,Yes
29140,35,44.07,5037.4,Male,No
29141,17,115.7,563.61,Male,No
29142,23,79.48,3649.13,Male,No
29143,8,63.28,2174.12,Male,Yes
29144,2,54.68,4406.82,Female,No
29145,31,40.2,3567.15,Male,Yes
29146,57,91.45,4833.7,Male,Yes
29147,52,83.6,1394.05,Male,No
29148,58,109.02,5741.2,Female,No
29149,59,79.73,3193.52,Female,Yes
29150,57,36.98,1384.94,Female,Yes
29151,32,88.28,4183.21,Female,Yes
29152,29,107.88,5137.96,Male,No
29153,3,119.05,5104.02,Female,No
29154,8,88.51,3069.03,Male,No
29155,59,48.95,4501.14,Male,No
29156,2,76.54,4844.29,Female,Yes
29157,31,71.5,1706.79,Female,Yes
29158,51,71.2,5944.85,Female,Yes
29159,49,27.86,1634.31,Male,Yes
29160,37,39.45,1214.19,Male,No
29161,20,72.41,4902.2,Male,Yes
29162,29,99.82,5419.2,Female,No
29163,17,38.18,2979.46,Female,No
29164,10,36.43,3674.59,Female,Yes
29165,41,95.99,883.82,Female,No
29166,22,89.06,2898.61,Male,No
29167,6,68.51,4227.43,Male,No
29168,43,25.04,5388.63,Female,No
29169,34,67.27,2330.32,Female,Yes
29170,31,103.49,3462.78,Male,No
29171,55,21.06,874.11,Male,No
29172,12,30.26,1387.79,Female,Yes
29173,12,100.93,1244.83,Male,No
29174,16,72.52,4071.02,Female,No
29175,25,86.23,3831.72,Male,No
29176,22,94.51,2414.26,Female,Yes
29177,27,50.02,3518.61,Female,No
29178,24,49.79,4603.79,Female,Yes
29179,12,46.4,4006.55,Female,Yes
29180,53,36.73,536.91,Male,No
29181,18,50.47,1413.1,Female,No
29182,45,115.28,4039.49,Male,Yes
29183,47,28.6,5641.17,Male,No
29184,16,44.06,5443.9,Male,Yes
29185,4,51.8,1654.62,Male,Yes
29186,12,35.38,1704.07,Male,Yes
29187,49,27.74,1512.3,Female,Yes
29188,33,36.19,3342.39,Male,Yes
29189,22,72.78,4642.92,Male,Yes
29190,18,79.68,4994.45,Female,No
29191,54,41.53,5974.58,Female,Yes
29192,48,70.38,3498.73,Female,No
29193,33,20.62,552.94,Male,Yes
29194,27,80.2,1309.78,Female,Yes
29195,42,20.13,4034.13,Female,No
29196,19,84.28,4468.01,Female,No
29197,48,68.33,4269.47,Female,No
29198,14,30.93,4508.88,Male,Yes
29199,25,28.84,5501.5,Female,Yes
29200,34,20.69,3724.12,Female,No
29201,24,75.16,4093.51,Female,No
29202,38,100.65,5111.57,Female,Yes
29203,54,105.65,2928.71,Female,No
29204,23,76.92,2754.23,Female,Yes
29205,5,108.72,2574.82,Male,No
29206,44,106.2,3608.68,Female,No
29207,59,89.82,753.68,Female,Yes
29208,36,56.31,5631.49,Male,Yes
29209,54,102.72,2081.3,Female,No
29210,24,59.17,2417.75,Male,Yes
29211,36,60.33,5897.39,Female,No
29212,5,87.81,5454.19,Female,Yes
29213,39,112.79,5086.5,Female,Yes
29214,6,70.0,5920.85,Male,No
29215,45,37.72,3364.67,Female,No
29216,36,34.25,2534.38,Female,No
29217,45,50.22,1116.53,Female,Yes
29218,4,65.77,4526.66,Female,No
29219,10,49.77,2661.12,Male,Yes
29220,52,91.19,3642.07,Female,No
29221,1,74.27,1440.85,Male,No
29222,21,60.67,1823.17,Female,Yes
29223,40,41.34,3290.83,Female,Yes
29224,39,80.54,4525.48,Female,No
29225,37,87.41,2370.53,Female,No
29226,3,98.42,5733.81,Male,Yes
29227,47,119.08,4751.0,Female,Yes
29228,31,43.13,1658.76,Male,No
29229,27,21.51,4224.31,Male,No
29230,17,70.04,3655.02,Female,Yes
29231,23,112.4,2643.06,Male,No
29232,13,44.88,2445.22,Male,No
29233,47,95.59,4556.5,Female,Yes
29234,27,51.95,2650.22,Male,Yes
29235,51,59.12,4611.64,Female,No
29236,20,114.77,2441.71,Female,Yes
29237,46,66.1,3574.45,Male,No
29238,53,92.53,1784.2,Female,Yes
29239,13,74.99,1333.35,Female,Yes
29240,44,96.39,3365.51,Female,No
29241,24,51.74,1392.65,Male,Yes
29242,55,107.69,4967.74,Female,No
29243,41,74.89,4810.78,Male,No
29244,59,50.92,4756.65,Male,Yes
29245,3,23.82,3746.42,Male,Yes
29246,43,21.32,612.05,Male,Yes
29247,10,55.34,2604.0,Male,No
29248,1,41.57,4470.79,Male,No
29249,49,25.27,4905.34,Male,No
29250,58,75.28,1393.95,Male,Yes
29251,13,118.88,2165.8,Female,No
29252,14,62.23,3515.14,Male,No
29253,33,75.21,5239.17,Female,Yes
29254,2,41.98,758.05,Male,No
29255,2,40.49,5763.06,Male,Yes
29256,39,52.84,5415.44,Female,Yes
29257,41,103.51,1722.9,Male,No
29258,56,116.06,1472.99,Male,No
29259,31,93.97,3432.62,Female,Yes
29260,4,22.06,5078.54,Female,No
29261,34,63.84,3833.93,Female,Yes
29262,19,62.07,2394.54,Female,Yes
29263,58,113.52,1899.78,Male,Yes
29264,37,94.56,4423.25,Female,Yes
29265,9,91.44,2552.59,Female,Yes
29266,24,76.48,5594.28,Female,Yes
29267,13,84.58,4268.77,Male,Yes
29268,44,89.86,3626.27,Male,No
29269,30,75.26,547.37,Female,No
29270,19,104.48,5926.61,Male,Yes
29271,41,23.69,1861.83,Female,Yes
29272,10,114.14,3363.39,Female,Yes
29273,51,97.36,2103.17,Male,Yes
29274,42,72.9,639.85,Male,No
29275,44,106.03,1625.18,Male,No
29276,14,102.8,5524.56,Female,No
29277,40,61.94,2403.89,Male,No
29278,48,103.98,1262.42,Male,No
29279,49,38.83,923.67,Male,Yes
29280,20,66.92,3006.1,Male,Yes
29281,4,43.23,1455.87,Female,No
29282,38,32.44,3125.62,Male,No
29283,44,109.46,2255.53,Female,Yes
29284,50,56.69,947.76,Female,No
29285,39,88.44,2287.94,Male,Yes
29286,5,57.51,3586.08,Female,No
29287,42,74.41,4833.41,Male,No
29288,32,54.8,519.53,Female,No
29289,6,94.27,2755.49,Male,No
29290,59,98.65,1394.46,Male,Yes
29291,14,63.05,3603.94,Male,Yes
29292,6,105.96,1016.29,Female,Yes
29293,14,55.53,2586.93,Female,Yes
29294,12,96.25,4055.29,Female,Yes
29295,27,85.01,3154.23,Male,No
29296,54,65.6,1578.27,Female,No
29297,26,108.89,2859.64,Male,No
29298,12,77.23,832.77,Male,Yes
29299,8,104.02,4293.16,Female,Yes
29300,10,93.33,4823.24,Female,Yes
29301,16,73.26,529.01,Female,No
29302,52,52.64,4562.09,Female,No
29303,26,115.11,2333.29,Female,Yes
29304,8,25.67,1303.09,Male,Yes
29305,41,109.45,2673.1,Female,Yes
29306,45,70.64,2793.45,Female,Yes
29307,29,94.87,2913.52,Male,Yes
29308,20,53.41,2927.96,Male,Yes
29309,17,58.42,3772.97,Female,No
29310,19,39.08,853.68,Female,Yes
29311,17,115.43,1991.91,Male,No
29312,39,24.33,5622.18,Female,Yes
29313,1,58.68,703.35,Female,No
29314,59,53.47,4693.41,Male,Yes
29315,52,101.31,2128.11,Male,Yes
29316,29,70.16,3548.19,Male,No
29317,14,36.91,547.75,Male,Yes
29318,17,70.9,1848.99,Male,No
29319,13,43.6,4933.36,Female,No
29320,29,21.71,5091.5,Female,No
29321,34,74.45,3096.39,Male,Yes
29322,27,56.04,5468.73,Male,No
29323,46,43.89,1740.71,Female,No
29324,33,37.22,883.26,Male,No
29325,29,65.37,5731.27,Male,Yes
29326,37,106.96,3692.41,Male,No
29327,39,95.81,3346.85,Female,No
29328,19,20.46,2244.72,Female,Yes
29329,46,93.12,2068.56,Male,No
29330,24,27.27,1284.71,Male,No
29331,14,74.8,3912.87,Male,Yes
29332,47,98.0,755.54,Female,Yes
29333,37,65.33,4340.46,Male,No
29334,5,57.67,4895.17,Female,No
29335,53,113.95,2665.38,Female,No
29336,24,22.93,5134.29,Male,Yes
29337,34,30.6,3558.01,Female,No
29338,50,107.03,3675.04,Female,No
29339,31,108.62,818.49,Male,No
29340,30,57.27,4077.85,Male,No
29341,56,74.02,2003.05,Male,No
29342,9,36.44,2893.17,Female,Yes
29343,27,108.43,1411.98,Female,No
29344,28,66.91,1337.83,Male,No
29345,42,76.41,2295.83,Female,Yes
29346,26,31.81,3668.36,Female,No
29347,18,81.48,4075.47,Male,No
29348,36,89.58,3661.58,Male,Yes
29349,8,49.47,1015.92,Male,Yes
29350,18,109.61,3741.87,Female,No
29351,20,40.39,5761.64,Male,No
29352,58,109.74,5414.23,Female,No
29353,32,90.33,3076.4,Male,No
29354,29,103.09,4849.22,Female,No
29355,49,89.91,3034.32,Female,Yes
29356,48,62.84,1556.09,Female,Yes
29357,18,53.16,4826.51,Male,Yes
